sample_id	s__Actinomyces_graevenitzii	s__Actinomyces_massiliensis	s__Actinomyces_naeslundii	s__Actinomyces_odontolyticus	s__Actinomyces_oris	s__Actinomyces_viscosus	s__Corynebacterium_durum	s__Corynebacterium_matruchotii	s__Rothia_aeria	s__Rothia_dentocariosa	s__Rothia_mucilaginosa	s__Propionibacterium_propionicum	s__Scardovia_unclassified	s__Scardovia_wiggsiae	s__Atopobium_parvulum	s__Slackia_unclassified	s__Bacteroidetes_oral_taxon_274	s__Porphyromonas_catoniae	s__Porphyromonas_endodontalis	s__Porphyromonas_sp_oral_taxon_279	s__Alloprevotella_rava	s__Alloprevotella_tannerae	s__Alloprevotella_unclassified	s__Prevotella_denticola	s__Prevotella_histicola	s__Prevotella_intermedia	s__Prevotella_loescheii	s__Prevotella_melaninogenica	s__Prevotella_nanceiensis	s__Prevotella_nigrescens	s__Prevotella_oris	s__Prevotella_oulorum	s__Prevotella_pallens	s__Prevotella_salivae	s__Prevotella_veroralis	s__Capnocytophaga_gingivalis	s__Capnocytophaga_granulosa	s__Capnocytophaga_unclassified	s__Riemerella_unclassified	s__candidate_division_TM7_single_cell_isolate_TM7c	s__Gemella_haemolysans	s__Gemella_morbillorum	s__Gemella_sanguinis	s__Gemella_unclassified	s__Staphylococcus_aureus	s__Staphylococcus_epidermidis	s__Staphylococcus_saprophyticus	s__Abiotrophia_defectiva	s__Granulicatella_adiacens	s__Granulicatella_elegans	s__Granulicatella_unclassified	s__Streptococcus_anginosus	s__Streptococcus_australis	s__Streptococcus_cristatus	s__Streptococcus_gordonii	s__Streptococcus_infantis	s__Streptococcus_intermedius	s__Streptococcus_mitis_oralis_pneumoniae	s__Streptococcus_oligofermentans	s__Streptococcus_parasanguinis	s__Streptococcus_pyogenes	s__Streptococcus_salivarius	s__Streptococcus_sanguinis	s__Streptococcus_thermophilus	s__Streptococcus_tigurinus	s__Streptococcus_vestibularis	s__Finegoldia_magna	s__Parvimonas_unclassified	s__Eubacterium_brachy	s__Lachnoanaerobaculum_saburreum	s__Lachnospiraceae_bacterium_ICM7	s__Oribacterium_sinus	s__Stomatobaculum_longum	s__Eubacterium_yurii	s__Peptostreptococcus_stomatis	s__Peptostreptococcus_unclassified	s__Bulleidia_extructa	s__Solobacterium_moorei	s__Dialister_invisus	s__Megasphaera_micronuciformis	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_parvula	s__Veillonella_unclassified	s__Fusobacterium_nucleatum	s__Fusobacterium_periodonticum	s__Leptotrichia_shahii	s__Leptotrichia_unclassified	s__Achromobacter_xylosoxidans	s__Bordetella_unclassified	s__Lautropia_mirabilis	s__Eikenella_corrodens	s__Kingella_denitrificans	s__Kingella_oralis	s__Kingella_unclassified	s__Neisseria_elongata	s__Neisseria_flavescens	s__Neisseria_lactamica	s__Neisseria_macacae	s__Neisseria_meningitidis	s__Neisseria_sicca	s__Neisseria_sp_oral_taxon_014	s__Neisseria_subflava	s__Neisseria_unclassified	s__Campylobacter_concisus	s__Cardiobacterium_hominis	s__Citrobacter_freundii	s__Citrobacter_unclassified	s__Escherichia_unclassified	s__Actinobacillus_unclassified	s__Aggregatibacter_aphrophilus	s__Aggregatibacter_segnis	s__Haemophilus_haemolyticus	s__Haemophilus_influenzae	s__Haemophilus_parahaemolyticus	s__Haemophilus_parainfluenzae	s__Haemophilus_paraphrohaemolyticus	s__Haemophilus_sputorum	s__Moraxella_catarrhalis	s__Pseudomonas_aeruginosa	s__Pseudomonas_unclassified	s__Stenotrophomonas_maltophilia	s__Stenotrophomonas_unclassified	s__Akkermansia_muciniphila	s__Candida_albicans	s__Pseudomonas_phage_phiCTX	s__Streptococcus_phage_Cp_1	s__Staphylococcus_phage_PVL	s__Human_adenovirus_D	s__Torque_teno_virus_10	s__Mouse_mammary_tumor_virus	s__Murine_osteosarcoma_virus	s__Porcine_type_C_oncovirus
E09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61177	1.06189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51799	0.0	0.0	0.0	92.03463	0.0	0.0	0.0	0.0	0.0	0.04983	0.99045	0.0	0.0	0.0	0.0	0.0	0.85259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.07705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.17058	0.0	0.7035	2.99518	8.94724	0.0	0.0	0.0	0.0	0.0	0.50059	0.0	0.0	0.0	0.0	1.41141	0.0	5.16278	0.0	0.0	0.0	1.42985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69283	0.0	0.0	2.35187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92614	0.0	0.0	0.0	8.27568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.36182	0.0	0.0	43.81105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E11	0.13033	0.04154	0.02735	0.13574	0.06029	0.27219	0.09765	0.02543	0.55432	0.12948	34.74534	0.00974	0.0	0.01506	0.0294	0.0	0.02141	0.0	0.0	3.7555	0.00227	0.05171	0.0	0.0	0.0396	0.0	0.0	0.23263	0.30557	0.02835	0.0	0.0	0.08366	0.04247	0.02994	0.31147	0.0	0.23896	0.03263	0.01223	2.5652	0.07524	1.27862	0.89532	0.0014	0.0	0.0	1.68176	0.52173	3.4566	2.27272	0.01117	0.99394	0.12158	0.15589	4.40663	0.0	5.75309	0.06432	0.13338	0.0	1.6508	0.56743	0.0	1.07373	0.03167	0.0	0.0	0.0	0.0	0.06784	0.04106	0.0	0.0	0.0	0.02925	0.0	0.13335	0.00457	0.01378	0.07339	0.02152	0.11035	1.16945	0.02077	0.25836	0.00216	0.02549	0.0	0.0	0.2697	0.01167	0.04634	0.0	0.0	0.38604	2.50135	0.02909	0.03461	0.54848	0.38173	0.0	0.4168	15.27741	0.01482	0.00204	0.0	0.0	0.0	0.05831	0.11334	0.02238	0.17621	0.0	0.24201	7.549	0.03659	0.63369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31594	0.0	0.0	0.0	0.0	6.1898	4.88422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05365	0.0	0.0	0.0	0.46575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.92724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23238	0.0
F01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.50927	1.17784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.09535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26748	0.0	0.0	0.0	1.67762	0.0	1.19793	0.56277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.28837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8018	5.86062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40375	0.3047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16267	0.0	0.0	0.07321	74.22546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44237	0.0	0.75007	0.0	0.19271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11168	0.0	0.0	1.56671	0.0	0.0	0.0	4.60381	0.0	0.0	0.0	0.0	0.0	7.44898	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	99.41217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03576	0.0	0.0	0.0	95.18314	0.0	0.0	0.0	0.0	0.0	0.1117	0.0	0.0	0.0	0.0	0.13715	0.0	0.0	0.0	0.43514	0.0	0.0	0.02704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02258	0.11324	0.31035	0.0	0.0	0.0	0.0	0.0	0.0	0.02592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08489	0.19374	0.0	0.0	2.22407	0.0	0.0	0.0	0.0	0.04518	0.0	0.0	0.0	0.0	0.0	0.0	0.27018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F05	0.0	0.0	0.07508	0.04396	0.0	0.03303	0.0	0.0	1.04884	0.0	11.61533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.09273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04808	0.26482	0.0	0.0	0.0	0.0	0.01397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17416	0.0	0.0	0.99435	0.65028	0.0	0.0	0.0	0.0	0.0	0.0	0.58982	0.0	1.6031	0.0	3.02383	0.0	0.0	3.51245	0.65004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.80356	0.0	0.0	0.0	0.10098	0.0	0.0	0.0	0.34025	0.80174	0.1609	2.25732	3.09479	0.0	0.0	0.0	0.0	0.0	0.0	48.63508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26157	0.0	0.0	0.0	0.0	0.0	0.0	0.04068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.56697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.54936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1076	0.0	0.0
F07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.75851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41212	0.0	0.0	0.0	1.08116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56812	0.0	0.0	0.00666	0.0	0.0	0.04102	0.15226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.12343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.49315	0.0	0.0	0.0	0.0	0.0	0.0	6.38342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F09	0.03434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12048	0.0	0.0	0.0	0.0	0.06871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3813	0.02644	0.05442	0.0	0.0	0.0	0.02555	0.0	0.0	0.31329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.32223	0.0	0.0	0.0	0.0	0.0	0.02632	0.0	0.0	0.0	0.0	0.0	0.0	0.24298	0.0	0.5827	0.0	1.03502	0.59572	0.0	0.0	0.0	0.0	0.0	0.05661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30792	0.0	0.0	0.20987	0.0	0.0	0.44228	0.18354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0638	0.44243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.46405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F10	0.23168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.0	0.0	0.0	0.0	0.01408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35834	0.02481	0.02506	0.0	0.0	0.0	0.0	0.0	0.0	0.18573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.81038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06933	0.0	1.41026	0.0	0.70146	0.0	2.08706	0.17715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0447	0.0	0.0	0.9174	0.0	0.0	0.0	0.01151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10197	0.06881	0.0	0.01188	1.12914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.18309	0.0	0.26715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.75391	4.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.20994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.64464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.1321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
