feature	s__Rothia_aeria	s__Rothia_dentocariosa	s__Rothia_mucilaginosa	s__Porphyromonas_sp_oral_taxon_279	s__Prevotella_intermedia	s__Prevotella_loescheii	s__Prevotella_melaninogenica	s__Prevotella_nanceiensis	s__Prevotella_veroralis	s__Capnocytophaga_gingivalis	s__Capnocytophaga_unclassified	s__Gemella_haemolysans	s__Gemella_sanguinis	s__Gemella_unclassified	s__Staphylococcus_aureus	s__Abiotrophia_defectiva	s__Granulicatella_adiacens	s__Granulicatella_unclassified	s__Streptococcus_anginosus	s__Streptococcus_australis	s__Streptococcus_infantis	s__Streptococcus_mitis_oralis_pneumoniae	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_sanguinis	s__Oribacterium_sinus	s__Peptostreptococcus_unclassified	s__Solobacterium_moorei	s__Veillonella_atypica	s__Veillonella_parvula	s__Veillonella_unclassified	s__Fusobacterium_nucleatum	s__Neisseria_meningitidis	s__Neisseria_sicca	s__Neisseria_subflava	s__Neisseria_unclassified	s__Haemophilus_influenzae	s__Haemophilus_parainfluenzae	s__Pseudomonas_aeruginosa	s__Pseudomonas_unclassified	s__Stenotrophomonas_maltophilia	s__Stenotrophomonas_unclassified	s__Murine_osteosarcoma_virus
E09	0	0	0	0	0	0.0362016552587105	0.010643583534575	0	0	0	0	0.00519194062951391	0	0	0.922485636439467	0	0	0.000499458293728987	0.00992752291840006	0	0	0.00854571837548459	0	0	0	0	0	0	0	0	0	0.00650448455012018	0	0	0	0	0	0	0	0	0	0	0
E10	0	0	0.108153846646689	0	0	0	0.0922320300044813	0	0	0	0	0.0564271189312345	0.0125202575453461	0.0533055081658419	0.159234895692996	0	0	0.00890904864907578	0	0	0.0251190002872451	0.0918824950248216	0	0.025447178750836	0	0	0	0	0.0479245559713353	0	0.0418564578723144	0	0.0164826031599813	0	0	0.147283077417015	0	0.113221925880787	0	0	0	0	0
E11	0.00624322539314119	0.00145831437419527	0.391331701871346	0.0422976493071543	0	0	0.00262007779478719	0.00344159038710881	0.000337209857610491	0.00350804122745289	0.00269137166247839	0.0288914738390926	0.0144009107594498	0.0100838587079434	1.57679960138506e-05	0.018941417840181	0.00587616897164734	0.0255973142147133	0.000125806082481937	0.0111946013985762	0.0496312316246532	0.064796214419517	0.00150223950594814	0.018592719871189	0.00639088141295661	0.000462452797377647	0.000329438488146522	0.00150190162031927	0.00082658087675464	0.0012428559715203	0.0131713449559983	0.000233929483719769	0.00617745032405484	0.00429936937026228	0.00469435767040924	0.172067242844258	0	0.0850232870775416	0	0	0	0	0
E12	0	0	0.0114142134181949	0	0	0	0.00311382602854936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00718676445137455	0	0	0	0	0	0	0	0	0.00355284288717908	0	0.000603310821349489	0	0	0.00523750261031732	0	0	0.966278354905772	0	0	0	0.00261318487726364
F01	0	0.0650926934907306	0.0117783988221601	0	0	0	0.0222337977766202	0	0	0	0	0	0	0	0.750953424904657	0	0	0	0	0	0.0126747987325201	0	0.0167761983223802	0.0119792988020701	0.00562769943723006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102883689711631	0	0	0	0
F02	0	0.00867379624302813	0.0633996305036362	0	0	0	0.00436772915081393	0.00329621565883097	0	0	0	0.00175974860919604	0	0.000791978826330867	0.802963976159934	0	0	0	0	0	0.037239231695077	0.00811418601647307	0.00208471847592162	0	0	0	0	0	0	0.000556689392200334	0	0	0	0	0	0	0	0.0169485199699608	0.0498035792985973	0	0	0	0
F03	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51000045100005e-05	0.99412179941218	0	0	0	0	0	0	0	0.00136740013674001	0	0	0	0	0	0	0	0.000116700011670001	0	0	0	0	0	0.00434900043490004	0	0	0	0	0	0
F04	0	0	0.00694025135575793	0	0	0	0	0.000801903186231329	0	0	0	0.000357958531264915	0	0	0.952785710167303	0	0	0.00111811990890075	0	0	0.00137287507167179	0	0.00435576273195232	0	0.000270671104177945	0	0	0	0	0.00113353534900556	0.00310661158216069	0	0.00084975111071249	0.00193934244539331	0	0.0222629986194172	0	0.00270450883605019	0	0	0	0	0
F05	0.0209568113932931	0	0.232085237100853	0.301566965428374	0	0	0.0209416258772383	0.00529135310740616	0	0	0	0	0	0	0.0234608230669587	0.0198680498540492	0.012993207079088	0	0	0	0.0117851593150453	0.0320314484045118	0.06041897238414	0	0.0701820603508374	0.0560177702507348	0.00201767554106893	0	0.0160195205812696	0.0451033803957785	0.0618368200410448	0	0	0	0	0.00138388005520335	0	0.00522641504532976	0	0	0	0.000812824727774648	0
F06	0	0	0	0	0.00661341799212073	0	0	0	0.000582563228726811	0	0	0	0	0	0.737092336801892	0	0	0	0	0	0	0	0	0	0	0	0	0.00184181870938624	0	0	0	0	0	0	0	0	0.253869863267875	0	0	0	0	0	0
F07	0	0	0	0	0.0276809180719355	0	0	0	0.0082636958196279	0	0	0	0	0	0.71142813988877	0	0	0	0	0	0	0	0	0	0	0	0	0.0159923813556565	6.79216257867206e-05	0	0.000418340103569261	0.00155281482616908	0	0	0	0	0.234595788308485	0	0	0	0	0	0
F08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6912343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2449315	0	0	0.0638342	0	0	0
F09	0	0	0.00120703555054316	0	0.0138386305276002	0.00026489060388746	0.000545209783039167	0	0.00313871321073761	0	0	0	0	0	0.363896272285901	0	0	0.000263688377243493	0	0	0	0.00243430858292644	0.00583781221199784	0.0103694051753252	0.00596825380286829	0	0	0.00308491356842007	0.00210259421474513	0	0.00443100666744878	0.00183880565194797	0	0	0.000639183832375943	0.00443250945075374	0.575706766502239	0	0	0	0	0	0
F10	0	0	0.00169416374623913	0	0.00359222862028006	0.000248711257657946	0.000251217417045874	0	0.00186187593247925	0	0	0	0	0	0.449207818054432	0	0	0	0	0	0.000695008121460113	0.0141373453536757	0.00703188225702309	0.0209220200486736	0.00177586454228558	0	0	0.000448101298561475	0.00919660248993952	0	0	0.000115383578220192	0.00102221229114795	0.000689795309933223	0.000119092694114325	0.0113192192451388	0.472993375819752	0.00267808192193955	0	0	0	0	0
F11	0	0.0024405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9575391	0.0400204	0
F12	0	0.112099411209941	0	0	0	0	0	0	0	0	0	0	0	0	0.456446445644645	0	0	0	0	0	0	0.0801331080133108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351321035132104	0	0
